[2016-05-06 10:01:15,062][ERROR]【Simcpa Version】: 1.0.0.2
[2016-05-06 11:00:27,843][DEBUG]1111
[2016-05-06 11:00:27,843][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]13902
[2016-05-06 11:00:27,859][DEBUG]13912
[2016-05-06 11:00:27,859][DEBUG]5912
[2016-05-06 11:00:27,859][DEBUG]6912
[2016-05-06 11:00:27,859][DEBUG]143032
[2016-05-06 11:00:27,859][DEBUG]13822
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]1111
[2016-05-06 11:00:27,859][DEBUG]184176
[2016-05-06 11:00:27,859][DEBUG]184177
[2016-05-06 11:00:27,859][DEBUG]184178
[2016-05-06 11:00:27,859][DEBUG]184179
[2016-05-06 11:00:27,859][DEBUG]184180
[2016-05-06 11:00:27,859][DEBUG]184182
[2016-05-06 11:00:27,859][DEBUG]184183
[2016-05-06 11:00:27,859][DEBUG]184184
[2016-05-06 11:02:54,609][ERROR]【Simcpa Version】: 1.0.0.2
[2016-05-06 11:02:56,187][DEBUG]1111
[2016-05-06 11:02:56,187][DEBUG]1111
[2016-05-06 11:02:56,187][DEBUG]1111
[2016-05-06 11:02:56,187][DEBUG]1111
[2016-05-06 11:02:56,203][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]13902
[2016-05-06 11:02:56,218][DEBUG]13912
[2016-05-06 11:02:56,218][DEBUG]5912
[2016-05-06 11:02:56,218][DEBUG]6912
[2016-05-06 11:02:56,218][DEBUG]143032
[2016-05-06 11:02:56,218][DEBUG]13822
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]1111
[2016-05-06 11:02:56,218][DEBUG]184176
[2016-05-06 11:02:56,218][DEBUG]184177
[2016-05-06 11:02:56,218][DEBUG]184178
[2016-05-06 11:02:56,218][DEBUG]184179
[2016-05-06 11:02:56,218][DEBUG]184180
[2016-05-06 11:02:56,218][DEBUG]184182
[2016-05-06 11:02:56,218][DEBUG]184183
[2016-05-06 11:02:56,218][DEBUG]184184
[2016-05-06 11:03:02,156][ERROR]获取订单数据 出错：对象关闭时，不允许操作。
[2016-05-06 11:03:07,843][DEBUG]数据库为空
[2016-05-06 11:03:56,046][ERROR]【Simcpa Version】: 1.0.0.2
[2016-05-06 11:04:14,781][DEBUG]数据库已经存在: E:\Andrew\打印机\Projects\Simcpa\Simcpa\Simcpa\bin\Debug\Data\Simcpa.mdb
[2016-05-06 11:04:14,843][ERROR]创建数据库表 出错：表 'Simcpa' 已存在。
[2016-05-06 11:04:32,343][DEBUG]正在shutdown
[2016-05-06 11:04:32,421][WARN ]正在shutdown出现异常：由于套接字没有连接并且(当使用一个 sendto 调用发送数据报套接字时)没有提供地址，发送或接收数据的请求没有被接受。
[2016-05-06 11:04:32,421][DEBUG]正在关闭client
[2016-05-06 11:04:32,484][WARN ]连接服务器失败，异常信息: 在一个非套接字上尝试了一个操作。 192.168.0.118:7891
[2016-05-06 11:04:36,390][DEBUG]Load ok !
[2016-05-06 11:04:42,484][DEBUG]Load ok !
[2016-05-06 11:04:50,218][ERROR]parse printer_id failed,1, exc: 已添加了具有相同键的项。
[2016-05-06 11:04:50,234][ERROR]parse printer_id failed,3, exc: 已添加了具有相同键的项。
[2016-05-06 11:04:50,234][ERROR]parse printer_id failed,4, exc: 已添加了具有相同键的项。
[2016-05-06 11:04:50,234][DEBUG]数据库已经存在: E:\Andrew\打印机\Projects\Simcpa\Simcpa\Simcpa\bin\Debug\Data\Simcpa.mdb
[2016-05-06 11:04:50,281][ERROR]创建数据库表 出错：表 'Simcpa' 已存在。
[2016-05-06 11:04:50,296][DEBUG]正在同步打印机配置信息
[2016-05-06 11:04:50,437][DEBUG]同步打印机配置信息完成
[2016-05-06 11:04:50,437][DEBUG]Load ok !
[2016-05-06 11:04:50,515][DEBUG]printer info received response
[2016-05-06 11:08:42,890][DEBUG]正在关闭Reader
[2016-05-06 11:08:42,890][DEBUG]正在关闭writer
[2016-05-06 11:08:42,890][DEBUG]正在shutdown
[2016-05-06 11:08:42,890][DEBUG]正在关闭client
[2016-05-06 11:08:42,937][ERROR]读取网络数据失败,异常信息：一个封锁操作被对 WSACancelBlockingCall 的调用中断。
[2016-05-06 11:08:43,906][DEBUG]正在同步打印机配置信息
[2016-05-06 11:08:43,953][DEBUG]同步打印机配置信息完成
[2016-05-06 11:08:44,000][DEBUG]printer info received response
[2016-05-06 11:08:44,046][DEBUG]recv counter: 46, err counter: 0
[2016-05-06 11:08:48,937][WARN ]连接服务器失败，异常信息: 未将对象引用设置到对象的实例。
[2016-05-06 11:08:58,953][DEBUG]正在同步打印机配置信息
[2016-05-06 11:08:59,000][DEBUG]同步打印机配置信息完成
[2016-05-06 11:08:59,109][DEBUG]printer info received response
[2016-05-06 11:12:07,140][DEBUG]打印任务完成成功
[2016-05-06 11:12:07,359][DEBUG]非强制打印，检查订单号是否存在
[2016-05-06 11:12:07,359][DEBUG]driver printer gonna print
[2016-05-06 11:12:07,515][DEBUG]really print over: 160503055564
[2016-05-06 11:12:07,828][DEBUG]order id: 4671, order no: 160503055564, printer id: 1 print OK
[2016-05-06 11:12:15,343][DEBUG]recv counter: 0, err counter: 0
[2016-05-06 11:12:20,312][DEBUG]正在关闭Reader
[2016-05-06 11:12:20,312][DEBUG]正在关闭writer
[2016-05-06 11:12:20,312][DEBUG]正在shutdown
[2016-05-06 11:12:20,312][DEBUG]正在关闭client
[2016-05-06 11:12:20,312][ERROR]读取网络数据失败,异常信息：一个封锁操作被对 WSACancelBlockingCall 的调用中断。
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,234][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]13902
[2016-05-06 11:12:23,250][DEBUG]13912
[2016-05-06 11:12:23,250][DEBUG]5912
[2016-05-06 11:12:23,250][DEBUG]6912
[2016-05-06 11:12:23,250][DEBUG]143032
[2016-05-06 11:12:23,250][DEBUG]13822
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]1111
[2016-05-06 11:12:23,250][DEBUG]184176
[2016-05-06 11:12:23,250][DEBUG]184177
[2016-05-06 11:12:23,250][DEBUG]184178
[2016-05-06 11:12:23,250][DEBUG]184179
[2016-05-06 11:12:23,250][DEBUG]184180
[2016-05-06 11:12:23,250][DEBUG]184182
[2016-05-06 11:12:23,250][DEBUG]184183
[2016-05-06 11:12:23,250][DEBUG]184184
[2016-05-06 11:12:23,250][DEBUG]4671
[2016-05-06 11:18:19,281][ERROR]【Simcpa Version】: 1.0.0.2
[2016-05-06 11:18:21,765][DEBUG]数据库已经存在: E:\Andrew\打印机\Projects\Simcpa\Simcpa\Simcpa\bin\Debug\Data\Simcpa.mdb
[2016-05-06 11:18:22,000][ERROR]创建数据库表 出错：表 'Simcpa' 已存在。
[2016-05-06 11:18:22,031][DEBUG]正在同步打印机配置信息
[2016-05-06 11:18:22,171][DEBUG]同步打印机配置信息完成
[2016-05-06 11:18:22,171][DEBUG]Load ok !
[2016-05-06 11:18:22,234][DEBUG]printer info received response
[2016-05-06 11:19:06,593][DEBUG]打印任务完成成功
[2016-05-06 11:19:07,031][DEBUG]非强制打印，检查订单号是否存在
[2016-05-06 11:19:07,031][DEBUG]driver printer gonna print
[2016-05-06 11:19:07,046][DEBUG]really print over: 1604271000000457
[2016-05-06 11:19:07,359][DEBUG]order id: 121, order no: 1604271000000457, printer id: 1 print OK
[2016-05-06 11:21:36,296][DEBUG]recv counter: 6, err counter: 0
[2016-05-06 11:21:41,203][DEBUG]正在关闭Reader
[2016-05-06 11:21:41,203][DEBUG]正在关闭writer
[2016-05-06 11:21:41,203][DEBUG]正在shutdown
[2016-05-06 11:21:41,203][DEBUG]正在关闭client
[2016-05-06 11:21:41,203][ERROR]读取网络数据失败,异常信息：一个封锁操作被对 WSACancelBlockingCall 的调用中断。
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]13902
[2016-05-06 11:21:42,281][DEBUG]13912
[2016-05-06 11:21:42,281][DEBUG]5912
[2016-05-06 11:21:42,281][DEBUG]6912
[2016-05-06 11:21:42,281][DEBUG]143032
[2016-05-06 11:21:42,281][DEBUG]13822
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]1111
[2016-05-06 11:21:42,281][DEBUG]184176
[2016-05-06 11:21:42,281][DEBUG]184177
[2016-05-06 11:21:42,281][DEBUG]184178
[2016-05-06 11:21:42,281][DEBUG]184179
[2016-05-06 11:21:42,281][DEBUG]184180
[2016-05-06 11:21:42,281][DEBUG]184182
[2016-05-06 11:21:42,281][DEBUG]184183
[2016-05-06 11:21:42,281][DEBUG]184184
[2016-05-06 11:21:42,281][DEBUG]4671
[2016-05-06 11:21:42,281][DEBUG]121
[2016-05-06 11:22:41,125][DEBUG]接收到消息：（打印）请求，执行打印中，票据个数:1
[2016-05-06 11:22:42,812][DEBUG]really print over: 1604271000000457
[2016-05-06 12:10:36,046][ERROR]【Simcpa Version】: 1.0.0.2
[2016-05-06 12:10:39,968][DEBUG]数据库已经存在: E:\Andrew\打印机\Projects\Simcpa\Simcpa\Simcpa\bin\Debug\Data\Simcpa.mdb
[2016-05-06 12:10:40,046][ERROR]创建数据库表 出错：表 'Simcpa' 已存在。
[2016-05-06 12:10:40,078][DEBUG]正在同步打印机配置信息
[2016-05-06 12:10:40,203][DEBUG]同步打印机配置信息完成
[2016-05-06 12:10:40,203][DEBUG]Load ok !
[2016-05-06 12:10:40,296][DEBUG]printer info received response
[2016-05-06 12:10:59,906][DEBUG]recv counter: 2, err counter: 0
[2016-05-06 12:11:04,828][DEBUG]正在关闭Reader
[2016-05-06 12:11:04,828][DEBUG]正在关闭writer
[2016-05-06 12:11:04,828][DEBUG]正在shutdown
[2016-05-06 12:11:04,828][DEBUG]正在关闭client
[2016-05-06 12:11:05,828][WARN ]连接服务器失败，异常信息: 未将对象引用设置到对象的实例。
[2016-05-06 12:11:16,843][WARN ]连接服务器失败，异常信息: 由于目标机器积极拒绝，无法连接。 101.200.175.155:7891
[2016-05-06 12:11:31,859][DEBUG]正在shutdown
[2016-05-06 12:11:31,859][WARN ]正在shutdown出现异常：由于套接字没有连接并且(当使用一个 sendto 调用发送数据报套接字时)没有提供地址，发送或接收数据的请求没有被接受。
[2016-05-06 12:11:31,859][DEBUG]正在关闭client
[2016-05-06 12:11:32,859][WARN ]连接服务器失败，异常信息: 未将对象引用设置到对象的实例。
[2016-05-06 12:11:43,828][WARN ]连接服务器失败，异常信息: 由于目标机器积极拒绝，无法连接。 101.200.175.155:7891
[2016-05-06 12:11:58,828][DEBUG]正在shutdown
[2016-05-06 12:11:58,828][WARN ]正在shutdown出现异常：由于套接字没有连接并且(当使用一个 sendto 调用发送数据报套接字时)没有提供地址，发送或接收数据的请求没有被接受。
[2016-05-06 12:11:58,828][DEBUG]正在关闭client
[2016-05-06 12:11:59,828][WARN ]连接服务器失败，异常信息: 未将对象引用设置到对象的实例。
[2016-05-06 12:12:10,734][WARN ]连接服务器失败，异常信息: 由于目标机器积极拒绝，无法连接。 101.200.175.155:7891
[2016-05-06 12:12:25,734][DEBUG]正在shutdown
[2016-05-06 12:12:25,734][WARN ]正在shutdown出现异常：由于套接字没有连接并且(当使用一个 sendto 调用发送数据报套接字时)没有提供地址，发送或接收数据的请求没有被接受。
[2016-05-06 12:12:25,734][DEBUG]正在关闭client
[2016-05-06 12:12:26,734][WARN ]连接服务器失败，异常信息: 未将对象引用设置到对象的实例。
[2016-05-06 12:12:37,796][WARN ]连接服务器失败，异常信息: 由于目标机器积极拒绝，无法连接。 101.200.175.155:7891
[2016-05-06 12:12:52,796][DEBUG]正在shutdown
[2016-05-06 12:12:52,796][WARN ]正在shutdown出现异常：由于套接字没有连接并且(当使用一个 sendto 调用发送数据报套接字时)没有提供地址，发送或接收数据的请求没有被接受。
[2016-05-06 12:12:52,796][DEBUG]正在关闭client
[2016-05-06 12:12:53,796][WARN ]连接服务器失败，异常信息: 未将对象引用设置到对象的实例。
[2016-05-06 12:13:04,687][WARN ]连接服务器失败，异常信息: 由于目标机器积极拒绝，无法连接。 101.200.175.155:7891
[2016-05-06 12:13:19,687][DEBUG]正在shutdown
[2016-05-06 12:13:19,687][WARN ]正在shutdown出现异常：由于套接字没有连接并且(当使用一个 sendto 调用发送数据报套接字时)没有提供地址，发送或接收数据的请求没有被接受。
[2016-05-06 12:13:19,687][DEBUG]正在关闭client
[2016-05-06 12:13:20,687][WARN ]连接服务器失败，异常信息: 未将对象引用设置到对象的实例。
[2016-05-06 12:13:31,765][WARN ]连接服务器失败，异常信息: 由于目标机器积极拒绝，无法连接。 101.200.175.155:7891
[2016-05-06 12:13:46,765][DEBUG]正在shutdown
[2016-05-06 12:13:46,765][WARN ]正在shutdown出现异常：由于套接字没有连接并且(当使用一个 sendto 调用发送数据报套接字时)没有提供地址，发送或接收数据的请求没有被接受。
[2016-05-06 12:13:46,765][DEBUG]正在关闭client
[2016-05-06 12:13:47,765][WARN ]连接服务器失败，异常信息: 未将对象引用设置到对象的实例。
[2016-05-06 12:13:58,703][WARN ]连接服务器失败，异常信息: 由于目标机器积极拒绝，无法连接。 101.200.175.155:7891
[2016-05-06 12:14:13,703][DEBUG]正在shutdown
[2016-05-06 12:14:13,703][WARN ]正在shutdown出现异常：由于套接字没有连接并且(当使用一个 sendto 调用发送数据报套接字时)没有提供地址，发送或接收数据的请求没有被接受。
[2016-05-06 12:14:13,703][DEBUG]正在关闭client
[2016-05-06 12:14:14,703][WARN ]连接服务器失败，异常信息: 未将对象引用设置到对象的实例。
[2016-05-06 12:14:24,703][DEBUG]正在同步打印机配置信息
[2016-05-06 12:14:24,750][DEBUG]同步打印机配置信息完成
[2016-05-06 12:14:24,812][DEBUG]printer info received response
[2016-05-06 12:15:04,953][DEBUG]打印任务完成成功
[2016-05-06 12:15:05,109][DEBUG]非强制打印，检查订单号是否存在
[2016-05-06 12:15:05,109][DEBUG]driver printer gonna print
[2016-05-06 12:15:05,125][DEBUG]really print over: 1
[2016-05-06 12:15:05,437][DEBUG]order id: 9988, order no: 1, printer id: 1 print OK
[2016-05-06 12:18:41,906][DEBUG]打印任务完成成功
[2016-05-06 12:18:41,906][DEBUG]非强制打印，检查订单号是否存在
[2016-05-06 12:18:41,906][DEBUG]driver printer gonna print
[2016-05-06 12:18:41,921][DEBUG]really print over: 1
[2016-05-06 12:18:44,515][DEBUG]打印任务完成成功
[2016-05-06 12:18:44,609][DEBUG]order id: 9990, order no: 1, printer id: 1 print OK
[2016-05-06 12:18:50,796][DEBUG]打印任务完成成功
[2016-05-06 12:19:20,500][DEBUG]打印任务完成成功
[2016-05-06 12:19:32,625][DEBUG]非强制打印，检查订单号是否存在
[2016-05-06 12:19:32,625][DEBUG]重复id 无需打印：9990, order no: 1, printerid:1
[2016-05-06 12:19:47,921][DEBUG]非强制打印，检查订单号是否存在
[2016-05-06 12:19:47,921][DEBUG]重复id 无需打印：9990, order no: 1, printerid:1
